visited_datehours,candidates,hash_uid,test_pid,visited_pids
"['2017-12-24 18', '2017-12-25 13', '2017-12-25 17', '2017-12-25 19', '2017-12-26 07', '2017-12-26 18', '2017-12-27 07', '2017-12-27 10', '2017-12-27 13', '2017-12-27 13', '2017-12-27 13', '2017-12-27 19', '2017-12-28 20', '2017-12-28 20', '2017-12-28 20', '2017-12-28 20', '2017-12-29 07', '2017-12-29 08', '2017-12-29 08', '2017-12-29 13', '2017-12-29 18', '2017-12-29 18', '2017-12-29 18', '2017-12-29 18', '2017-12-29 18', '2017-12-29 19', '2017-12-30 14', '2017-12-31 12', '2017-12-31 13', '2017-12-31 19', '2017-12-31 20', '2017-12-31 20', '2017-12-31 22', '2017-12-31 22', '2017-12-31 22', '2017-12-31 22', '2018-01-02 07', '2018-01-02 07', '2018-01-02 08', '2018-01-02 08', '2018-01-02 15', '2018-01-02 18', '2018-01-02 19', '2018-01-02 19', '2018-01-02 19', '2018-01-03 07', '2018-01-03 08', '2018-01-03 08', '2018-01-04 07', '2018-01-04 08']","[7689, 44188, 8212, 39846, 34802, 53557, 8360, 38313, 10333, 29107, 20706, 40100, 36772, 39724, 6250, 5290, 22088, 32876, 2863, 31455, 28775, 42025, 23749, 31019, 38396, 28955, 28494, 3511, 27654, 28771]",E+xLmnmpVoau8OU8axsGMOrfUzKztbaT6nefFE1EufE=,28074.0,"[27979, 18252, 29970, 29985, 28082, 31087, 28082, 17923, 35110, 27978, 34744.0, 4222, 24275, 24050, 24375, 24337, 27900, 46968, 7368, 24336, 4222, 31124, 29985, 31087, 31026, 2159, 1793, 18252, 18252, 45395, 45395, 17720, 29990, 28177.0, 28182, 29558, 28081, 28082, 17923, 46968, 7368, 31087, 31124, 31147, 29985, 28019, 46968, 17923, 28080, 46968]"
"['2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 19', '2017-12-25 19', '2017-12-25 20', '2017-12-25 20', '2017-12-26 13', '2017-12-26 17', '2017-12-26 17', '2017-12-28 16', '2017-12-28 20', '2017-12-28 20', '2017-12-28 20', '2017-12-28 21', '2017-12-29 08', '2017-12-29 08', '2017-12-30 13', '2017-12-30 16', '2017-12-30 16', '2017-12-30 16', '2017-12-30 16', '2017-12-30 16', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2017-12-30 19', '2017-12-30 19']","[674, 27697, 7446, 23586, 22075, 27838, 5801, 47853, 20718, 51131, 27631, 29960, 18951, 3491, 2981, 24526, 28187, 34094, 31, 22921, 37716, 19940, 12837, 17586, 35767, 36762, 28622, 30001, 34771, 6715]",6bvYR64BdhTJpDNA+kzaCmL/k4Hc9obDj0xwguj8PD8=,34931.0,"[52451, 28072, 52408, 34935, 34979, 34889, 34860, 34935, 34864, 27953, 30637, 30638, 45730, 30726, 30760, 45730, 28067, 27953, 27940, 28031, 45730, 42208, 30728, 52408, 27902, 48954, 35084, 34742, 34787, 52408, 34792, 52411, 35042, 34812, 35042, 35051, 34860, 35181, 34697, 35177, 34938, 34943, 34732, 34793, 34704, 34883, 34808, 34942, 34697, 34824]"
"['2017-12-11 13', '2017-12-11 14', '2017-12-11 17', '2017-12-12 09', '2017-12-12 09', '2017-12-12 16', '2017-12-14 09', '2017-12-14 09', '2017-12-14 09', '2017-12-14 13', '2017-12-14 14', '2017-12-14 14', '2017-12-14 14', '2017-12-15 17', '2017-12-15 18', '2017-12-17 12', '2017-12-17 12', '2017-12-18 07', '2017-12-18 20', '2017-12-18 20', '2017-12-19 13', '2017-12-19 16', '2017-12-19 16', '2017-12-20 08', '2017-12-20 09', '2017-12-20 14', '2017-12-20 15', '2017-12-20 15', '2017-12-21 09', '2017-12-21 17', '2017-12-21 17', '2017-12-25 10', '2017-12-25 11', '2017-12-25 11', '2017-12-25 11', '2017-12-25 15', '2017-12-26 09', '2017-12-26 09', '2017-12-26 17', '2017-12-26 17', '2017-12-27 09', '2017-12-27 09', '2017-12-27 13', '2017-12-28 09', '2017-12-28 09', '2017-12-28 14', '2017-12-28 14', '2017-12-29 10', '2017-12-29 17', '2017-12-29 17']","[33226, 8106, 32151, 40135, 46666, 15415, 599, 15107, 43441, 13057, 40444, 47235, 34738, 29438, 21015, 19990, 26344, 6179, 40430, 37501, 45322, 37865, 53584, 16200, 33263, 30541, 44185, 44556, 3731, 9898]",eNl9DEIqFKPsRa3mmpkjha8B33PUxKcsLFDhQFLFigI=,52397.0,"[31064, 28086, 11846, 24358, 27961, 24260, 31054, 24343, 24090, 42510, 31057, 42510, 11846, 30693, 7402, 49298, 18184, 31082, 31092, 31004, 22442, 24168, 27910, 31054, 24360, 7504, 11845, 31086, 31055, 30607, 30722, 31053, 31060, 30595, 30728, 31004, 30624, 30595, 31030, 31085, 31084, 31053, 18184, 31053, 24092, 31085, 11845, 30583, 30598, 31063]"
"['2017-12-12 17', '2017-12-12 17', '2017-12-12 21', '2017-12-12 21', '2017-12-12 22', '2017-12-12 22', '2017-12-12 22', '2017-12-12 22', '2017-12-12 22', '2017-12-12 22', '2017-12-12 22', '2017-12-15 13', '2017-12-15 14', '2017-12-15 16', '2017-12-15 22', '2017-12-15 22', '2017-12-15 22', '2017-12-16 18', '2017-12-16 18', '2017-12-16 18', '2017-12-16 20', '2017-12-16 21', '2017-12-18 16', '2017-12-18 19', '2017-12-18 20', '2017-12-19 09', '2017-12-24 19', '2017-12-24 19', '2017-12-24 19', '2017-12-24 19', '2017-12-24 19', '2017-12-24 22', '2017-12-24 22', '2017-12-24 22', '2017-12-24 22', '2017-12-24 22', '2017-12-24 23', '2018-01-01 16', '2018-01-01 17', '2018-01-02 11', '2018-01-02 12', '2018-01-02 19', '2018-01-03 14', '2018-01-03 14', '2018-01-03 14', '2018-01-03 14', '2018-01-03 14', '2018-01-03 15', '2018-01-03 16', '2018-01-03 16']","[48171, 2921, 51734, 16759, 20665, 23702, 29468, 22900, 48166, 49275, 26104, 31870, 6598, 32260, 51861, 4257, 18100, 13506, 22846, 43568, 51133, 45363, 12399, 29184, 48727, 9963, 1595, 28166, 9997, 52411]",e1DskxNOHrke4qdERoIfLbizN2DNw+OBO5mvKC7YLLw=,30943.0,"[7461, 7465, 53191, 53191, 53191, 53192, 18015, 53190, 53191, 53191, 53190, 47317, 47312, 42353, 53190, 53198, 53191, 13811, 18269, 19099, 53191, 53191, 24114, 7465, 53191, 18015, 24336, 24362, 11792, 11843, 24372, 26967, 30777, 30435, 26968, 30363, 32148, 18268, 53190, 5882, 35201, 2065, 31127, 29501, 27044, 31039.0, 27042, 40919, 24369, 24337]"
"['2017-12-17 17', '2017-12-17 17', '2017-12-17 17', '2017-12-17 18', '2017-12-17 18', '2017-12-17 18', '2017-12-17 18', '2017-12-17 18', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-17 19', '2017-12-18 08', '2017-12-18 12', '2017-12-18 18', '2017-12-18 19', '2017-12-18 22', '2017-12-20 12', '2017-12-20 18', '2017-12-20 18', '2017-12-20 18', '2017-12-20 18', '2017-12-20 22', '2017-12-20 22', '2017-12-20 22', '2017-12-22 13', '2017-12-22 13', '2017-12-22 13', '2017-12-22 14', '2017-12-23 17', '2017-12-25 13', '2017-12-25 14', '2017-12-25 14', '2017-12-25 14', '2017-12-25 14', '2017-12-25 14', '2017-12-25 17', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 21', '2017-12-25 21', '2017-12-25 21']","[34128.0, 12709, 29710, 48164, 12947, 42509, 22117, 7661, 21053, 3554, 53086, 43115, 2582, 44607, 5171, 585, 49603, 2437, 51380, 49133, 5060, 30596, 50682, 2368, 8991, 41493, 41480, 48511, 7313, 30033.0]",nidjKRytfsXLfUEkiSR7phA9rTCptn78gsFFtYwW/B0=,30345.0,"[35177, 52408, 34911, 52408, 34697, 34982, 35102, 34820, 29107, 48932, 27832, 52414, 27946, 52414, 48992, 48969, 48969, 29111, 6912, 33287, 33287, 29177, 16618, 30346, 3042, 34515, 30347, 29107, 47579, 29113, 48970, 49007, 29105, 35029, 5210, 28074, 19487, 19419, 19365, 27984, 28148, 24648, 19525, 19499, 18905, 19415, 24648, 27979, 28150, 28070]"
"['2017-12-04 09', '2017-12-04 09', '2017-12-04 12', '2017-12-05 10', '2017-12-05 13', '2017-12-07 10', '2017-12-07 13', '2017-12-07 13', '2017-12-12 11', '2017-12-15 09', '2017-12-15 21', '2017-12-16 12', '2017-12-16 16', '2017-12-16 16', '2017-12-18 13', '2017-12-18 14', '2017-12-19 19', '2017-12-19 19', '2017-12-20 09', '2017-12-21 20', '2017-12-21 20', '2017-12-21 21', '2017-12-21 22', '2017-12-22 10', '2017-12-22 10', '2017-12-22 13', '2017-12-24 09', '2017-12-24 17', '2017-12-25 11', '2017-12-25 18', '2017-12-25 18', '2017-12-26 10', '2017-12-27 09', '2017-12-28 09', '2017-12-28 15', '2017-12-28 16', '2017-12-29 09', '2017-12-29 13', '2017-12-29 19', '2017-12-29 20', '2017-12-30 14', '2017-12-30 16', '2017-12-30 19', '2017-12-30 20', '2017-12-30 20', '2017-12-30 21', '2017-12-31 17', '2018-01-01 15', '2018-01-01 16', '2018-01-01 18']","[22915, 22206, 29712, 21484, 6479, 27505, 47299, 22144, 6927, 22860, 18958, 47979, 43386, 37069, 51339, 10489, 37538, 48655, 12267, 25856, 27010, 1291, 50107, 48620, 24059, 36874, 19533, 53665, 34808, 32026]",SvhcdPTGljjcqkAKmEEaR9rGzW1GjbxQgM5CQ96Q0YA=,14519.0,"[22796, 29323, 16467, 16467, 16467, 16467, 3173, 22796, 16467, 16467, 3068, 16467, 30589, 29262, 48603, 16467, 30954, 19561, 16467, 35051, 30952, 34773, 31054, 29945, 29256, 16467, 29524, 48365, 29976, 30937, 29954, 16467, 16467, 16467, 5011, 16467, 16467, 22796, 30954, 24245, 24243, 48035, 47967, 42505.0, 42507, 42507, 47985, 22058, 47868, 6477]"
"['2017-12-02 21', '2017-12-04 13', '2017-12-04 22', '2017-12-05 19', '2017-12-05 20', '2017-12-05 20', '2017-12-06 06', '2017-12-06 13', '2017-12-06 14', '2017-12-06 15', '2017-12-06 19', '2017-12-07 13', '2017-12-07 19', '2017-12-07 19', '2017-12-07 20', '2017-12-08 13', '2017-12-08 22', '2017-12-09 00', '2017-12-09 15', '2017-12-09 18', '2017-12-10 14', '2017-12-11 13', '2017-12-11 19', '2017-12-11 19', '2017-12-12 13', '2017-12-12 14', '2017-12-13 14', '2017-12-15 09', '2017-12-15 12', '2017-12-15 12', '2017-12-15 13', '2017-12-15 13', '2017-12-16 23', '2017-12-17 00', '2017-12-17 00', '2017-12-17 15', '2017-12-17 23', '2017-12-18 06', '2017-12-18 13', '2017-12-19 06', '2017-12-20 12', '2017-12-27 18', '2017-12-27 21', '2017-12-28 13', '2017-12-28 14', '2017-12-28 15', '2017-12-29 13', '2017-12-29 19', '2017-12-29 19', '2017-12-29 20']","[2271, 42657, 39301, 27321, 21434, 16200, 31497, 43383, 32670, 17469, 16912, 51606, 52213, 52602, 29915, 27934, 36339, 6685, 53760, 33967, 37334, 492, 11218, 47195, 27122, 51595, 49523, 30809, 20703, 23496]",Xn74uWq5aY+oUahQAJAyBhmnvsBlmh6WOujZ8BcQUh0=,1226.0,"[27956, 14671, 36651, 34859, 49012, 3260, 27965, 39083, 12982, 24672, 16815, 43956, 30448, 29111, 39822, 51571, 34304, 33619, 27965, 23933, 48812, 43011, 27953, 39822, 16815, 39909, 39909, 27855, 34883, 34746, 48970, 34890, 27953, 3260, 27965, 27965, 27954, 27965, 3658.0, 27965, 48812, 45506, 44030, 47445, 40926, 1719, 3163, 48970, 34888, 27954]"
"['2017-12-14 05', '2017-12-15 05', '2017-12-15 05', '2017-12-15 20', '2017-12-15 21', '2017-12-16 11', '2017-12-16 15', '2017-12-16 17', '2017-12-16 17', '2017-12-16 17', '2017-12-18 05', '2017-12-18 05', '2017-12-18 07', '2017-12-18 07', '2017-12-19 05', '2017-12-19 07', '2017-12-20 05', '2017-12-20 05', '2017-12-20 07', '2017-12-20 18', '2017-12-20 19', '2017-12-20 19', '2017-12-20 19', '2017-12-27 05', '2017-12-28 17', '2017-12-29 05', '2017-12-29 05', '2017-12-30 08', '2017-12-30 08', '2017-12-30 10', '2017-12-30 10', '2017-12-30 12', '2017-12-30 12', '2017-12-30 13', '2017-12-30 19', '2017-12-31 07', '2017-12-31 10', '2017-12-31 10', '2017-12-31 13', '2017-12-31 13', '2018-01-01 06', '2018-01-01 09', '2018-01-01 10', '2018-01-02 06', '2018-01-02 06', '2018-01-02 07', '2018-01-02 20', '2018-01-02 20', '2018-01-03 05', '2018-01-03 05']","[34915, 25060, 7208, 23740, 48936, 34587, 15285, 24332, 18387, 40079, 4972, 38169, 2135, 10824, 23164.0, 3875, 8890, 47919, 2878, 31000, 19511, 28601, 15392, 30383, 36078, 14872, 40812, 2291, 41818, 37099]",NuGYNCcckvGQw+nbSnH0lv/BQSBoAoy9tj2gEplk9h8=,34935.0,"[35291, 35291, 40090, 21306, 21306, 35291, 35110, 34841, 18184, 35110, 35291, 40090, 40090, 35291, 40091, 35291, 35291, 40090, 35291, 35291, 35291, 40090, 13987, 35291, 12507, 40090, 35291, 35291, 9991, 34839, 20847, 34941, 34986, 35069, 49298, 40090, 46592, 35291, 34801, 34773, 40090, 35291, 18184, 12507, 40090, 35291, 35291, 40090, 35291, 40090]"
"['2017-12-10 20', '2017-12-10 20', '2017-12-10 20', '2017-12-10 20', '2017-12-10 20', '2017-12-10 20', '2017-12-12 19', '2017-12-12 20', '2017-12-13 19', '2017-12-13 21', '2017-12-13 21', '2017-12-13 22', '2017-12-15 10', '2017-12-15 12', '2017-12-15 20', '2017-12-15 20', '2017-12-16 18', '2017-12-17 19', '2017-12-17 19', '2017-12-17 21', '2017-12-17 21', '2017-12-18 12', '2017-12-18 12', '2017-12-18 12', '2017-12-18 13', '2017-12-18 13', '2017-12-18 13', '2017-12-18 16', '2017-12-20 12', '2017-12-20 12', '2017-12-20 18', '2017-12-20 20', '2017-12-20 20', '2017-12-20 21', '2017-12-20 22', '2017-12-22 19', '2017-12-26 09', '2017-12-28 21', '2017-12-28 21', '2017-12-29 14', '2017-12-29 14', '2017-12-29 15', '2017-12-29 15', '2017-12-29 21', '2017-12-29 21', '2017-12-29 22', '2017-12-29 23', '2017-12-31 18', '2017-12-31 19', '2017-12-31 23']","[3555, 30620, 29224, 34197, 48027, 25783, 22832, 29058, 39601, 47320, 30381, 1377, 53058, 32242, 37562, 18211, 17994, 1395, 3876, 36743, 46475, 31061, 43027, 17149, 50215, 4096, 32431, 46978, 13792, 19190]",mLIewp3Hn0soru61rTP45jclIpZfhevMTOcDnvJnJWM=,27900.0,"[48946, 48969, 34804, 34835, 34796, 31053, 52302, 9422, 14681, 15386, 32677, 15386, 5291, 9664, 5430, 52302, 9664, 9664, 27224, 19265, 19265, 40319, 40106, 14123, 7961, 14123, 7961, 6828, 48410, 8731, 9664, 9664, 30982, 41747, 41747, 47886, 9664, 30982, 9664, 31619, 51259, 51259, 31619, 16003, 25919, 16003, 25325, 25132, 8771, 27899]"
"['2017-12-22 19', '2017-12-22 20', '2017-12-23 09', '2017-12-23 09', '2017-12-26 07', '2017-12-26 07', '2017-12-26 07', '2017-12-26 08', '2017-12-26 08', '2017-12-26 08', '2017-12-26 08', '2017-12-26 08', '2017-12-26 08', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 19', '2017-12-27 07', '2017-12-27 08', '2017-12-27 08', '2017-12-27 08', '2017-12-27 08', '2017-12-27 12', '2017-12-27 18', '2017-12-27 18', '2017-12-27 19', '2017-12-27 19', '2017-12-28 07', '2017-12-28 08', '2017-12-28 12', '2017-12-28 18', '2017-12-28 19', '2017-12-28 19', '2017-12-28 19', '2017-12-29 07', '2017-12-29 08', '2017-12-29 08', '2017-12-29 08', '2017-12-29 11', '2017-12-29 19', '2017-12-29 19', '2018-01-02 07', '2018-01-02 07', '2018-01-02 08', '2018-01-02 08', '2018-01-02 08']","[42805, 32201, 28644, 34538, 37114, 7074, 28385, 52679, 17329, 43127, 41756, 21782, 29141, 17846, 29471, 29893, 48901, 6840, 49870, 7428, 47936, 4704, 15263, 37281, 46291, 28392, 28410, 1897, 48802, 48787]",HHezbN4JkdGLza3iCWMh198DhW6ArPbplobjsY9+Jww=,33581.0,"[41366, 44637, 29125, 12818, 27910, 29073, 29168, 6724, 47762, 24361, 24362, 24330, 24324, 28949, 24153, 24273, 29074, 24327.0, 27913, 29066, 22054, 29168, 27909, 27953, 27846, 29073, 34222, 24137, 11845, 29073, 27913, 20052, 29073, 2499, 24335, 27913, 29073, 42705, 29168, 44112, 24362, 29073, 23220, 29073, 27913, 29073, 29071, 27911, 11845, 24362]"
"['2017-12-13 18', '2017-12-13 18', '2017-12-13 19', '2017-12-13 19', '2017-12-13 19', '2017-12-13 20', '2017-12-13 20', '2017-12-13 20', '2017-12-14 08', '2017-12-14 18', '2017-12-14 18', '2017-12-14 19', '2017-12-15 19', '2017-12-15 19', '2017-12-17 16', '2017-12-17 16', '2017-12-21 19', '2017-12-22 08', '2017-12-22 12', '2017-12-22 19', '2017-12-22 19', '2017-12-22 19', '2017-12-22 20', '2017-12-23 12', '2017-12-23 12', '2017-12-23 12', '2017-12-24 13', '2017-12-25 14', '2017-12-25 14', '2017-12-25 15', '2017-12-25 15', '2017-12-25 16', '2017-12-26 08', '2017-12-26 12', '2017-12-26 18', '2017-12-26 19', '2017-12-26 19', '2017-12-26 19', '2017-12-26 19', '2017-12-26 19', '2017-12-26 20', '2017-12-27 08', '2017-12-27 19', '2017-12-28 13', '2017-12-28 20', '2017-12-29 08', '2017-12-29 10', '2017-12-29 14', '2017-12-31 10', '2017-12-31 10']","[31026, 32240, 5327, 37140, 52099, 18456, 39910, 41915, 6460, 11359, 6161, 8526, 2710, 3369, 38305, 3110, 43223, 21674, 29705, 43021, 8009, 48297, 29522, 19388, 12683, 15095, 5190, 45328, 48667, 34977]",GQYs2hYit9AsevOJ/3IUHXYz1SiKv+YABHnuDoRz1sU=,34931.0,"[29823, 13000, 29658, 29816, 9422, 5430, 52302, 9759, 29976, 29823, 29816, 49227, 29816, 29503, 31846, 9759, 42393, 29314, 39944, 9432, 29943, 29997, 49227, 12797, 28052, 8774, 9432, 28075, 42394, 18798, 22527, 29965, 29959.0, 50447, 29605, 29605, 29997, 29943, 29959.0, 29983, 42393, 29976, 49229, 7342, 42393, 29346, 39732, 37329, 31031, 29999]"
"['2017-12-15 08', '2017-12-15 09', '2017-12-15 11', '2017-12-18 12', '2017-12-18 14', '2017-12-18 16', '2017-12-18 17', '2017-12-19 08', '2017-12-19 12', '2017-12-20 08', '2017-12-20 11', '2017-12-20 19', '2017-12-22 08', '2017-12-22 09', '2017-12-22 10', '2017-12-22 11', '2017-12-22 12', '2017-12-22 12', '2017-12-22 12', '2017-12-22 17', '2017-12-22 18', '2017-12-22 19', '2017-12-22 19', '2017-12-23 09', '2017-12-23 13', '2017-12-23 13', '2017-12-23 15', '2017-12-23 16', '2017-12-24 11', '2017-12-25 08', '2017-12-25 11', '2017-12-25 12', '2017-12-25 12', '2017-12-25 13', '2017-12-25 13', '2017-12-25 14', '2017-12-26 08', '2017-12-26 09', '2017-12-26 13', '2017-12-26 14', '2017-12-26 16', '2017-12-27 09', '2017-12-27 10', '2017-12-27 11', '2017-12-27 12', '2017-12-27 13', '2017-12-27 13', '2017-12-27 16', '2017-12-27 18', '2017-12-28 08']","[32904, 15606, 43359, 43170, 6610, 7147, 42944, 45695, 45206, 46466, 17438, 42197, 20679, 32860, 52700, 36614, 34267, 22876, 11778, 36820, 27545, 14809, 52018, 22752, 42008, 43336, 12974, 17328, 23569, 24316]",dyYAZeT7STJLsq5sM/5Y0Kn3BiDTIDrUGkCg/P9ZD+E=,46426.0,"[52005, 52005, 21660, 52005, 52005, 654, 52005, 52005, 52005, 52005, 52005, 24217, 52005, 52005, 52026, 52005, 21660, 52005, 52005, 52026, 9757, 52026, 52005, 52026, 52005, 52026, 36424, 52005, 24122, 52005, 52005, 654, 21660, 37453, 9356, 52005, 52005, 52005, 20576, 52005, 46424, 52005, 52005, 52005, 21660, 52005, 49039, 52013, 52005, 52005]"
"['2017-12-26 12', '2017-12-26 12', '2017-12-26 18', '2017-12-27 00', '2017-12-27 00', '2017-12-27 09', '2017-12-27 12', '2017-12-27 19', '2017-12-28 09', '2017-12-28 09', '2017-12-28 09', '2017-12-28 09', '2017-12-28 12', '2017-12-28 12', '2017-12-28 14', '2017-12-28 19', '2017-12-28 20', '2017-12-29 08', '2017-12-29 09', '2017-12-29 10', '2017-12-29 11', '2017-12-29 11', '2017-12-29 12', '2017-12-29 13', '2017-12-29 13', '2017-12-29 18', '2017-12-29 18', '2017-12-29 22', '2017-12-30 09', '2017-12-30 10', '2018-01-01 05', '2018-01-01 16', '2018-01-01 19', '2018-01-03 15', '2018-01-03 16', '2018-01-03 19', '2018-01-03 19', '2018-01-03 20', '2018-01-03 21', '2018-01-03 21', '2018-01-03 21', '2018-01-03 21', '2018-01-03 23', '2018-01-03 23', '2018-01-03 23', '2018-01-04 08', '2018-01-04 08', '2018-01-04 09', '2018-01-04 09', '2018-01-04 09']","[42951, 44827, 39662, 47221, 4601, 38784, 36772, 46207, 11806, 17809, 5116, 3469, 51569, 10429, 28547, 17136, 48667, 48760, 29083, 53108, 893, 34173, 38373, 7515, 17971, 27632, 24165, 5777, 34540, 29672]",EzXIGpg6UuVNRy50/C5UHZk/Tth9GSl67CS4i63STMM=,8912.0,"[8201, 11043, 1590, 28072, 46126, 1894, 33990, 2176, 19776, 1894, 2535, 45808, 7317, 11090, 9928, 51335, 51335, 2217, 7955, 7955, 671, 43574, 671, 671, 43574, 38255, 51788, 39541, 4255, 12434, 30419, 28688, 38596, 1894, 2535, 3919, 24830, 24830, 4255, 24830, 20488, 25207, 45549, 34444, 16440, 34293, 16440, 10965, 11002, 11047]"
"['2017-12-15 09', '2017-12-15 10', '2017-12-15 19', '2017-12-15 19', '2017-12-15 19', '2017-12-16 19', '2017-12-16 20', '2017-12-18 08', '2017-12-18 09', '2017-12-18 22', '2017-12-18 22', '2017-12-19 10', '2017-12-19 11', '2017-12-19 19', '2017-12-19 19', '2017-12-20 10', '2017-12-20 10', '2017-12-20 10', '2017-12-20 22', '2017-12-20 22', '2017-12-22 19', '2017-12-25 00', '2017-12-26 10', '2017-12-26 10', '2017-12-26 10', '2017-12-26 10', '2017-12-26 22', '2017-12-26 22', '2017-12-26 22', '2017-12-27 09', '2017-12-27 10', '2017-12-27 10', '2017-12-27 22', '2017-12-27 22', '2017-12-27 22', '2017-12-28 10', '2017-12-28 10', '2017-12-28 19', '2017-12-29 09', '2017-12-29 10', '2017-12-29 10', '2017-12-29 10', '2017-12-29 17', '2017-12-29 18', '2017-12-29 18', '2017-12-29 19', '2018-01-02 10', '2018-01-02 11', '2018-01-02 11', '2018-01-02 22']","[32880, 48630, 39792, 52108, 5336.0, 29121.0, 50203, 24061, 2245, 52325, 28686, 30848, 47233, 41469, 4460, 41773, 14434, 18604, 4768, 45003, 30050, 33280, 15482, 6833, 18103, 24175, 23333, 34351, 20649, 4671]",EcVNQyn22Lc3J+WyWyuV53dpYmYiPp6p1WqBVjQG82w=,27945.0,"[27951, 31086, 24330, 23158, 31065, 27965, 48452, 27951, 31085, 27978, 31065, 27886, 31085, 48973, 48995, 24337, 31085, 27952, 11820, 31065, 21978, 3761, 28072, 24337, 3070, 31086, 31065, 27978, 11820, 27951, 24337, 31085, 27978, 31065, 11824, 31085, 24337, 45207, 27951, 3070, 24337, 31085, 34938, 48955, 48964, 34355, 27886, 24337, 31086, 27953]"
"['2018-01-02 15', '2018-01-02 16', '2018-01-02 17', '2018-01-02 18', '2018-01-02 19', '2018-01-02 19', '2018-01-02 19', '2018-01-02 19', '2018-01-02 20', '2018-01-03 08', '2018-01-03 09', '2018-01-03 10', '2018-01-03 11', '2018-01-03 12', '2018-01-03 12', '2018-01-03 13', '2018-01-03 18', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-03 21', '2018-01-04 07', '2018-01-04 09', '2018-01-04 11', '2018-01-04 12', '2018-01-04 13', '2018-01-04 14', '2018-01-04 15', '2018-01-04 18', '2018-01-04 18', '2018-01-04 18', '2018-01-04 18', '2018-01-04 18', '2018-01-05 08', '2018-01-05 08', '2018-01-05 08', '2018-01-05 09', '2018-01-05 10', '2018-01-05 11', '2018-01-05 12', '2018-01-05 12', '2018-01-05 12', '2018-01-05 13', '2018-01-05 14', '2018-01-05 15', '2018-01-05 16', '2018-01-05 17', '2018-01-05 18', '2018-01-05 19', '2018-01-05 19']","[24253, 4877, 31948, 12425, 52719, 50602, 16485, 31608, 31555, 19521, 1132, 12981, 40926, 14966, 51748, 28662, 53418, 51674, 12797, 19646, 30157, 43608, 31074, 42703, 24278, 388, 35115, 2397, 51888, 5159.0]",W0VVNEVjLz52AWLPLqvOxwzG4gM5V3C7M0N+aqY2UFM=,30953.0,"[24960, 24960, 24960, 24960, 24960, 29825, 30954, 3081, 34527, 1493, 24960, 24960, 24960, 24960, 24961, 32290, 6655, 30954, 9721, 42554, 18175, 34527, 35994, 35994, 35994, 36814, 35994, 35994, 34522, 34521, 16324, 34524, 19233, 30944, 29495, 29955, 24960, 24960, 24960, 34062, 24961, 24960, 24960, 24960, 24960, 24960, 24960, 24960, 30954, 34527]"
