visited_datehours,candidates,hash_uid,test_pid,visited_pids
"['2017-12-28 12', '2017-12-28 13', '2017-12-28 18', '2017-12-29 07', '2017-12-29 07', '2017-12-29 12', '2017-12-29 15', '2017-12-29 16', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 18', '2017-12-29 22', '2017-12-30 00', '2017-12-30 11', '2017-12-30 14', '2017-12-30 14', '2017-12-30 15', '2017-12-30 17', '2017-12-30 17', '2017-12-30 20', '2017-12-30 20', '2017-12-30 20', '2017-12-30 21', '2017-12-30 21', '2017-12-30 21', '2017-12-30 21', '2017-12-31 17', '2018-01-02 07', '2018-01-02 07', '2018-01-02 07', '2018-01-02 07', '2018-01-02 12', '2018-01-02 12', '2018-01-02 22', '2018-01-02 22', '2018-01-03 07', '2018-01-03 07', '2018-01-03 07', '2018-01-03 07', '2018-01-03 11', '2018-01-03 12', '2018-01-03 12', '2018-01-04 07', '2018-01-04 07', '2018-01-04 11', '2018-01-04 12', '2018-01-04 14', '2018-01-04 14', '2018-01-04 15']","[35900, 3200, 37244, 15443, 37136, 49713, 29637, 34712, 37536, 31357, 34968, 37300, 27826, 49478, 41755, 35124, 34348, 12605, 13402, 25642, 13096, 24940, 18427, 24334, 36814, 39378, 43110, 13653, 10953, 35153]",zUKO9DHwLKe+bGqcwzYJtmp3U6yZOExBuLfDuv4i/c4=,15144.0,"[712, 23749, 52545, 28117, 28147, 1013, 33062, 33062, 33062, 28117, 32121, 38306, 40636, 40636, 3517, 48949, 52408, 52408, 10992, 28073, 34911, 34956, 34776, 10983, 10973, 27832, 3075, 9413, 28146, 28148, 30885.0, 30946, 32909, 8893, 1492, 13842, 7114, 28149, 28146, 27964, 14614, 32910, 14614, 28149, 28147, 33062, 33062, 32910, 35444, 32910]"
"['2017-12-01 21', '2017-12-01 23', '2017-12-03 23', '2017-12-04 15', '2017-12-04 17', '2017-12-04 18', '2017-12-04 21', '2017-12-04 21', '2017-12-05 17', '2017-12-06 14', '2017-12-06 16', '2017-12-06 16', '2017-12-06 17', '2017-12-06 17', '2017-12-06 19', '2017-12-06 19', '2017-12-06 20', '2017-12-07 13', '2017-12-07 13', '2017-12-07 15', '2017-12-07 16', '2017-12-07 20', '2017-12-07 22', '2017-12-13 03', '2017-12-17 21', '2017-12-18 12', '2017-12-18 17', '2017-12-18 17', '2017-12-18 18', '2017-12-18 18', '2017-12-18 20', '2017-12-21 17', '2017-12-21 20', '2017-12-21 22', '2017-12-23 19', '2017-12-25 02', '2017-12-25 18', '2017-12-25 19', '2017-12-25 20', '2017-12-25 20', '2017-12-26 16', '2017-12-26 16', '2017-12-29 20', '2017-12-30 23', '2017-12-31 02', '2017-12-31 23', '2018-01-02 13', '2018-01-02 15', '2018-01-02 18', '2018-01-02 19']","[4107, 22369, 29654, 5215, 8009, 27885, 39603, 53685, 18503, 19226, 19818, 17388, 23260, 44997, 9439, 3282, 12631, 43988, 30913, 48301, 43361, 11442, 8072, 47768, 48661, 11899, 9610, 6739, 15545, 42421]",h2WP9KGqrWNzL3Rfnxk3RmqpuDoRISMKr1aVg8j6YMw=,19478.0,"[48745, 48157, 39390, 41260, 47258, 35035, 35036, 34893, 36961, 35102, 34778, 35115, 35021, 35186, 35186, 34883, 35171, 21604, 50455, 50455, 9305, 1236, 18201, 45870, 1236, 7223, 34893, 34869, 35128, 35036, 10180, 34703, 34893, 7413, 38054, 22215, 52487, 52479, 52487, 52483, 9305, 5561, 31891, 1235, 20283, 51795, 15701, 7756, 19466, 19461]"
"['2017-12-05 17', '2017-12-06 17', '2017-12-06 21', '2017-12-06 21', '2017-12-07 15', '2017-12-09 13', '2017-12-09 14', '2017-12-09 16', '2017-12-09 16', '2017-12-12 16', '2017-12-13 15', '2017-12-14 09', '2017-12-16 11', '2017-12-16 13', '2017-12-16 15', '2017-12-16 16', '2017-12-16 17', '2017-12-16 17', '2017-12-16 19', '2017-12-16 22', '2017-12-17 10', '2017-12-17 11', '2017-12-17 11', '2017-12-17 15', '2017-12-19 17', '2017-12-19 17', '2017-12-20 12', '2017-12-20 13', '2017-12-20 14', '2017-12-20 14', '2017-12-20 15', '2017-12-20 15', '2017-12-20 15', '2017-12-20 16', '2017-12-21 16', '2017-12-22 14', '2017-12-22 20', '2017-12-23 12', '2017-12-23 13', '2017-12-23 16', '2017-12-23 16', '2017-12-23 17', '2017-12-23 17', '2017-12-25 16', '2017-12-25 16', '2017-12-25 16', '2017-12-25 19', '2017-12-26 17', '2017-12-27 12', '2017-12-27 13']","[27167, 36136, 39412, 3263, 9375, 48272, 3053, 31096, 38877, 53551, 26576, 16099, 30292, 4117, 20913, 36444, 18302, 36297, 24208, 35059, 5604, 5183, 46248, 38463, 28432, 1752, 16423, 23954, 6133, 42623]",espCIrrWydkDPIMyFapaf5yR1SMjh8uT3wPnLUYkRZI=,31029.0,"[9256, 31033, 29294, 29306, 6298, 27031, 34272, 23161, 15391, 6298, 6298, 37066, 31033, 34272, 1293, 15340, 41432, 27029, 6227, 20601, 3048, 30450, 1266, 6298, 6298, 29416, 5126, 31127, 31057, 31014, 31028, 31123, 31125, 27117, 29306, 20601, 14495, 47868, 36986, 36978, 27117, 31028, 31072, 24880, 6298, 3465, 8997, 9256, 31034, 37008]"
"['2017-12-03 10', '2017-12-03 12', '2017-12-03 12', '2017-12-03 13', '2017-12-03 15', '2017-12-05 07', '2017-12-05 18', '2017-12-06 12', '2017-12-07 07', '2017-12-07 11', '2017-12-07 19', '2017-12-07 19', '2017-12-08 07', '2017-12-08 12', '2017-12-08 13', '2017-12-10 09', '2017-12-11 07', '2017-12-11 19', '2017-12-13 07', '2017-12-14 07', '2017-12-14 08', '2017-12-15 07', '2017-12-15 18', '2017-12-16 13', '2017-12-16 18', '2017-12-16 18', '2017-12-17 11', '2017-12-17 12', '2017-12-17 12', '2017-12-17 12', '2017-12-17 14', '2017-12-17 15', '2017-12-18 12', '2017-12-18 18', '2017-12-19 07', '2017-12-19 09', '2017-12-19 11', '2017-12-20 07', '2017-12-20 07', '2017-12-21 07', '2017-12-21 07', '2017-12-21 12', '2017-12-21 18', '2017-12-21 18', '2017-12-21 19', '2017-12-21 19', '2017-12-22 08', '2017-12-22 13', '2017-12-24 10', '2017-12-24 12']","[22479, 40288, 1828, 20586, 38831, 44953, 40717, 32142, 17144, 17438, 27327, 25481, 1590, 40049, 8169, 19495, 7768, 35273, 6601, 3039, 17541, 16801, 8689, 1649, 14071, 7570, 45832, 47161, 19095, 24100]",yw+MiPtLlyGLSy43hsR2+FYKau6DxC0DtaDIlGRdlSA=,7992.0,"[35157, 52412, 34943, 35159, 52409, 31065, 31030, 34454, 31065, 18228, 31063, 31040, 31065, 7966, 34454, 50359, 31065, 31030, 27104, 31065, 34454, 31065, 27023, 11351, 5199, 31126, 31065, 37010, 37088, 37085, 37010, 37035, 7966, 31030, 31065, 34454, 7966, 31065, 27105, 31065, 27117, 7966, 31029, 27023, 31003, 31158, 7966, 40519, 31065, 2898]"
"['2017-12-31 13', '2017-12-31 15', '2017-12-31 16', '2017-12-31 17', '2017-12-31 18', '2017-12-31 19', '2017-12-31 21', '2018-01-01 11', '2018-01-01 12', '2018-01-01 12', '2018-01-01 12', '2018-01-01 12', '2018-01-01 12', '2018-01-01 12', '2018-01-01 12', '2018-01-01 12', '2018-01-01 13', '2018-01-01 13', '2018-01-03 08', '2018-01-03 08', '2018-01-03 09', '2018-01-03 09', '2018-01-03 12', '2018-01-03 12', '2018-01-03 12', '2018-01-03 12', '2018-01-03 13', '2018-01-03 17', '2018-01-03 17', '2018-01-03 17', '2018-01-03 22', '2018-01-03 22', '2018-01-03 22', '2018-01-03 22', '2018-01-03 22', '2018-01-04 12', '2018-01-04 12', '2018-01-04 12', '2018-01-04 12', '2018-01-04 12', '2018-01-04 13', '2018-01-04 13', '2018-01-04 13', '2018-01-04 17', '2018-01-04 20', '2018-01-04 20', '2018-01-04 20', '2018-01-04 20', '2018-01-04 20', '2018-01-04 20']","[19868, 11259, 7053, 51713, 29004, 974, 47235, 44585, 26255, 13531, 20360, 9410, 6739, 34894, 7385, 18408, 51380, 23855, 21494, 6071, 19193, 30653, 36973, 34731, 12371.0, 33493, 48027, 44687, 15048, 40106]",jFBpQpamubvMkHROodgNCpenNp6HXCDz9q8oAja46m0=,31090.0,"[34418, 17274, 48239, 48239, 48752, 48752, 49640, 30996, 29073, 27891, 27390, 29066, 31033, 31032, 27912, 28117, 29066, 29214, 1474, 31116.0, 31093, 41576, 29073, 28590, 28687, 29197, 34094, 27912, 34863, 29073, 31036, 31026, 31083, 31082, 1474, 31033, 30996, 30995, 27891, 3135, 29066, 29073, 53349, 28688, 31032, 31092, 31001, 10042, 31089, 31030]"
"['2017-12-18 08', '2017-12-19 08', '2017-12-19 08', '2017-12-19 23', '2017-12-20 23', '2017-12-20 23', '2017-12-21 08', '2017-12-22 08', '2017-12-22 08', '2017-12-22 23', '2017-12-23 08', '2017-12-23 12', '2017-12-23 15', '2017-12-25 09', '2017-12-25 09', '2017-12-25 17', '2017-12-25 20', '2017-12-25 20', '2017-12-25 21', '2017-12-25 21', '2017-12-25 21', '2017-12-26 08', '2017-12-26 08', '2017-12-26 23', '2017-12-27 08', '2017-12-27 08', '2017-12-27 23', '2017-12-28 08', '2017-12-28 08', '2017-12-28 23', '2017-12-29 23', '2017-12-30 08', '2017-12-30 13', '2017-12-31 13', '2017-12-31 14', '2017-12-31 14', '2017-12-31 15', '2017-12-31 15', '2017-12-31 15', '2017-12-31 15', '2017-12-31 16', '2017-12-31 16', '2017-12-31 16', '2017-12-31 16', '2017-12-31 16', '2017-12-31 17', '2017-12-31 18', '2017-12-31 18', '2017-12-31 19', '2017-12-31 19']","[75, 22339, 36454, 49601, 29188, 52408, 30906, 286, 34426, 4426, 17060, 933, 20589, 27745, 47671, 1658, 24651, 46244, 8986, 52479, 24897, 36847, 24219, 27942, 48668, 25022, 45761, 4592, 32136, 7912]",QyCwR2T9FygrB1j6Gvem8lvJa2YSH9r9BPnCbPjaHXE=,27996.0,"[24159, 11846, 24188, 24336, 24343, 24308, 11846, 11846, 24182, 24097, 24363, 7231, 53514, 11846, 24270, 24117, 8647, 18290, 18290, 18292, 18296, 11846, 24270, 24337, 24322, 11846, 24307, 11846, 24355, 24337, 24115, 11846, 24335, 27999, 35137, 34778, 34859, 20847, 34927, 34782, 34893, 34920, 35085, 35120, 34806, 34920, 34773, 34915, 48932, 48919]"
"['2017-12-12 12', '2017-12-12 12', '2017-12-12 13', '2017-12-12 14', '2017-12-12 16', '2017-12-12 17', '2017-12-12 19', '2017-12-13 10', '2017-12-13 11', '2017-12-13 11', '2017-12-13 12', '2017-12-13 14', '2017-12-14 14', '2017-12-14 15', '2017-12-14 17', '2017-12-14 18', '2017-12-15 10', '2017-12-15 10', '2017-12-15 12', '2017-12-15 12', '2017-12-15 13', '2017-12-15 13', '2017-12-15 16', '2017-12-15 19', '2017-12-15 19', '2017-12-15 19', '2017-12-15 20', '2017-12-15 22', '2017-12-18 19', '2017-12-19 10', '2017-12-19 10', '2017-12-19 12', '2017-12-19 14', '2017-12-19 14', '2017-12-19 15', '2017-12-19 19', '2017-12-19 21', '2017-12-20 11', '2017-12-20 12', '2017-12-20 14', '2017-12-20 15', '2017-12-20 17', '2017-12-20 18', '2017-12-21 13', '2017-12-21 13', '2017-12-21 14', '2017-12-21 14', '2017-12-21 16', '2017-12-21 19', '2017-12-22 11']","[45666, 41442, 32155, 51455, 3917, 26045, 52328, 34788, 2103, 18456, 30663, 13974, 18553, 36976, 40482, 17627, 25827, 31133, 29078, 38668, 24148, 47998, 32515, 4033, 19955, 24513, 35030, 44939, 44350, 20350]",FfjXqJxZe8ZO9Z6w83bOc1WwvC5rTpgCOvU6dvudzm0=,23142.0,"[34116, 34116, 34116, 13441, 13441, 13441, 27831, 27966, 27966, 29108, 10072, 13441, 11009, 13441, 13441, 13441, 29108, 27965, 4, 16695, 3158, 1448, 13441, 52411, 52395, 52401, 34925, 5277, 7336, 29108, 27966, 10072, 3158, 13441, 13441, 13441, 27913, 27965, 10072, 3158, 13441, 13441, 13441, 3265, 27965, 13441, 8912, 13441, 48382, 29108]"
"['2017-12-23 16', '2017-12-23 16', '2017-12-23 16', '2017-12-23 16', '2017-12-23 16', '2017-12-24 14', '2017-12-24 16', '2017-12-24 22', '2017-12-25 12', '2017-12-25 13', '2017-12-25 14', '2017-12-25 15', '2017-12-26 18', '2017-12-28 07', '2017-12-29 08', '2017-12-29 10', '2017-12-29 11', '2017-12-29 12', '2017-12-29 13', '2017-12-29 13', '2017-12-29 14', '2017-12-29 14', '2017-12-29 15', '2017-12-29 20', '2017-12-29 23', '2017-12-30 09', '2017-12-30 12', '2017-12-30 12', '2017-12-30 13', '2017-12-30 18', '2017-12-30 19', '2017-12-30 19', '2017-12-30 19', '2017-12-30 19', '2017-12-30 19', '2017-12-30 19', '2017-12-30 19', '2018-01-01 18', '2018-01-01 18', '2018-01-02 08', '2018-01-02 18', '2018-01-03 08', '2018-01-03 08', '2018-01-03 10', '2018-01-03 18', '2018-01-05 08', '2018-01-05 08', '2018-01-05 08', '2018-01-05 12', '2018-01-05 13']","[47892, 38896, 25532, 28814, 8317, 43922, 41949, 24924, 37576, 8963, 40628, 34192, 24572, 14181, 30047, 2822, 27795, 24146, 30033.0, 27857, 53302, 43292, 5695, 42541, 46736, 1459, 137, 24714, 19155, 20016]",W40Ng0BzusKf+uXFjGg9BdbninVwc8dGbkTDwNLlh5w=,7992.0,"[40723, 40742, 40755, 27140, 9970, 35038, 35157, 32227, 35691, 35691, 35773, 35691, 25690, 40725, 38678, 38678, 38678, 38678, 34453, 38678, 34453, 4311, 34453, 53413, 42576, 29137, 34244, 45079, 34244, 47017, 40723, 40756, 47017, 27066, 40758.0, 27028, 40755, 40756, 40724, 40726, 40723, 40755, 40754, 7513, 35844, 40743, 27066, 40755, 39500, 34608]"
"['2017-12-13 09', '2017-12-13 14', '2017-12-13 15', '2017-12-14 09', '2017-12-14 09', '2017-12-14 14', '2017-12-15 09', '2017-12-15 14', '2017-12-18 14', '2017-12-18 14', '2017-12-19 14', '2017-12-19 14', '2017-12-19 14', '2017-12-20 15', '2017-12-21 14', '2017-12-22 09', '2017-12-23 11', '2017-12-26 09', '2017-12-26 09', '2017-12-26 15', '2017-12-26 15', '2017-12-26 15', '2017-12-27 09', '2017-12-27 09', '2017-12-27 09', '2017-12-27 17', '2017-12-28 09', '2017-12-28 09', '2017-12-28 09', '2017-12-28 09', '2017-12-28 14', '2017-12-29 09', '2017-12-29 09', '2017-12-29 09', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-30 11', '2017-12-31 14', '2017-12-31 14', '2017-12-31 14', '2017-12-31 17', '2017-12-31 18', '2017-12-31 20', '2017-12-31 21', '2018-01-01 15', '2018-01-02 09', '2018-01-02 09', '2018-01-02 15']","[40615, 29675, 34316, 8285, 33370, 28481, 10169, 39153, 35393, 20525, 4849, 14304, 34457, 46495, 38236, 50603, 11840, 31819, 7533, 18032, 8281, 20815, 231, 35553, 9157, 46723, 29003, 35415, 2190, 53738]",gdjnOUzfpEFtd7lA1h/Cd2fF9VLERw03Gzttaq9KvL4=,27005.0,"[27006, 27022, 43786, 27145, 27159, 27148, 27006, 27022, 27150, 27022, 27126, 27022, 50838, 27022, 27148, 27155, 50212, 27159, 27003, 27028, 8807, 27140, 27147, 27159, 27152, 17446, 27014, 27147, 27159, 27006, 27022, 27159, 27148, 27006, 27150, 27029, 27140, 27022, 1298, 38316, 38324, 2885, 6933, 6933, 34140, 34140, 3857, 32431, 27006, 27022]"
"['2017-12-18 16', '2017-12-18 16', '2017-12-18 18', '2017-12-18 18', '2017-12-18 19', '2017-12-18 20', '2017-12-18 21', '2017-12-19 18', '2017-12-19 18', '2017-12-19 18', '2017-12-21 12', '2017-12-21 12', '2017-12-21 17', '2017-12-22 13', '2017-12-22 13', '2017-12-22 13', '2017-12-22 14', '2017-12-22 15', '2017-12-22 15', '2017-12-22 16', '2017-12-22 16', '2017-12-22 16', '2017-12-31 12', '2017-12-31 13', '2017-12-31 13', '2017-12-31 13', '2017-12-31 13', '2017-12-31 13', '2017-12-31 14', '2017-12-31 14', '2017-12-31 14', '2017-12-31 19', '2017-12-31 19', '2017-12-31 19', '2017-12-31 20', '2018-01-02 08', '2018-01-02 08', '2018-01-02 08', '2018-01-02 08', '2018-01-02 09', '2018-01-02 10', '2018-01-02 11', '2018-01-02 11', '2018-01-02 11', '2018-01-02 11', '2018-01-02 11', '2018-01-02 11', '2018-01-04 08', '2018-01-04 08', '2018-01-04 08']","[20878, 17570, 15276, 1266, 29533, 51898, 48020, 27868, 25361, 32716, 13837, 19247, 1344, 49941, 43455, 15333, 31180, 39438, 18975, 17964, 47339, 51881, 46478, 21417, 35687, 52860, 51154, 24929, 17279, 51481]",G08GNDEL4NlXAUuu8CT3WBOIfZkbTOQLlHjpXqL8Asw=,28153.0,"[34867, 34973, 35110, 35051, 34742, 34812, 14739, 7461, 7465, 7476, 24071, 30913, 24114, 30913, 28146, 30921, 36288, 16297, 42946, 30941, 30942, 27995, 32151, 27958, 53221, 53222, 32177, 53220, 53222, 53220, 53221, 24330, 24368, 24362, 30907, 24258, 24309, 24319, 32151, 52020, 52013, 27834, 24330, 27837, 52013, 24134, 24346, 1943, 11037, 11077]"
"['2017-12-04 16', '2017-12-04 16', '2017-12-04 22', '2017-12-07 18', '2017-12-11 12', '2017-12-12 11', '2017-12-12 21', '2017-12-12 21', '2017-12-14 00', '2017-12-14 12', '2017-12-14 13', '2017-12-14 18', '2017-12-15 09', '2017-12-15 13', '2017-12-15 15', '2017-12-15 16', '2017-12-15 16', '2017-12-15 16', '2017-12-15 17', '2017-12-18 20', '2017-12-19 17', '2017-12-20 15', '2017-12-20 15', '2017-12-21 07', '2017-12-22 17', '2017-12-22 17', '2017-12-22 17', '2017-12-22 23', '2017-12-23 00', '2017-12-28 16', '2017-12-31 18', '2017-12-31 18', '2017-12-31 18', '2017-12-31 18', '2018-01-01 17', '2018-01-01 17', '2018-01-01 17', '2018-01-01 18', '2018-01-01 23', '2018-01-01 23', '2018-01-01 23', '2018-01-02 00', '2018-01-02 12', '2018-01-02 12', '2018-01-02 23', '2018-01-02 23', '2018-01-03 10', '2018-01-04 15', '2018-01-04 22', '2018-01-04 23']","[47034, 35046, 14721, 25649, 14938, 24406, 34809, 8425, 42706, 19098, 40722, 49108, 1693, 46937, 22893, 7391, 29081, 27115, 19183, 49214, 14116, 52698, 35167, 6761, 43257, 30602, 10132, 20703, 31292, 46153]",+O9MykvC6j3L51vT73ZruJdRzjx8cCRm8R6clS0C420=,31035.0,"[24305, 24268, 27833, 28035, 40538, 6636, 31055, 31084, 27856, 16009, 16009, 31054, 27869, 16009, 34744.0, 46821, 11076, 11028, 28478, 30989, 29903, 28472, 27975, 12806, 30276, 30346, 30277, 28644, 31356, 21756, 31040, 12799, 31087, 12800, 27953, 24227, 35562, 44828, 31053, 31026, 34775, 9417, 27229, 27837, 31356, 31082, 27836, 27949, 31053, 31027]"
"['2017-12-16 13', '2017-12-16 13', '2017-12-16 16', '2017-12-16 16', '2017-12-16 16', '2017-12-20 19', '2017-12-20 20', '2017-12-20 20', '2017-12-20 20', '2017-12-20 20', '2017-12-20 21', '2017-12-20 21', '2017-12-20 21', '2017-12-20 21', '2017-12-20 21', '2017-12-21 08', '2017-12-21 12', '2017-12-21 12', '2017-12-21 12', '2017-12-21 13', '2017-12-21 13', '2017-12-21 15', '2017-12-21 15', '2017-12-22 10', '2017-12-22 10', '2017-12-22 10', '2017-12-22 13', '2017-12-22 21', '2017-12-22 21', '2017-12-23 20', '2017-12-26 09', '2017-12-26 12', '2017-12-27 18', '2017-12-27 19', '2017-12-27 19', '2017-12-27 20', '2017-12-27 21', '2017-12-28 08', '2017-12-28 18', '2017-12-28 18', '2017-12-28 19', '2017-12-29 12', '2017-12-29 13', '2017-12-29 20', '2017-12-29 21', '2017-12-29 22', '2017-12-30 09', '2017-12-30 09', '2017-12-30 09', '2017-12-30 09']","[44008, 33973, 38703, 771, 10393, 31131, 42489, 43950, 24338, 48095, 4622, 31739, 36782, 47071, 9287, 1621, 44477, 22208, 15047, 18385, 24755, 40134, 19007, 28900, 38445, 22813, 45514, 20816, 16052, 3831]",thlqtZ1KRrt0ldACuLw9UYuMZoX4YEzSMLBHKX36L84=,15374.0,"[41936, 17240, 49012, 34953.0, 35052, 19091, 19530, 19530, 19282, 19282, 19415, 19526, 19530, 19435, 19542, 1001, 19400, 19518, 19448, 1001, 19559, 9678, 25329, 7951, 7951, 8415, 5640, 22982, 19233, 13003, 25329, 9678, 8951, 19895, 49423.0, 19895, 5280, 49545, 13799, 1185, 13799, 19534, 8951, 25723, 25723, 28152, 1363, 33265, 20617, 16271]"
"['2017-12-22 07', '2017-12-22 13', '2017-12-22 15', '2017-12-23 17', '2017-12-23 17', '2017-12-23 17', '2017-12-23 17', '2017-12-23 17', '2017-12-23 18', '2017-12-23 18', '2017-12-23 18', '2017-12-23 19', '2017-12-23 19', '2017-12-23 19', '2017-12-24 13', '2017-12-25 14', '2017-12-25 14', '2017-12-25 14', '2017-12-25 14', '2017-12-25 15', '2017-12-25 15', '2017-12-25 15', '2017-12-25 16', '2017-12-25 16', '2017-12-25 16', '2017-12-25 16', '2017-12-25 17', '2017-12-26 07', '2017-12-26 07', '2017-12-26 07', '2017-12-26 07', '2017-12-26 07', '2017-12-26 13', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 17', '2017-12-30 18', '2018-01-02 10', '2018-01-02 10', '2018-01-02 10', '2018-01-02 10', '2018-01-02 14', '2018-01-02 16', '2018-01-03 11', '2018-01-04 15', '2018-01-04 15', '2018-01-04 16']","[34208, 42446, 40471, 4549, 44129, 51202, 52099, 5097, 26974, 52578, 23564, 28958, 18600, 45017, 46914, 23581, 41925, 40720, 7050, 15796, 53191, 47581, 21987, 35119, 9422, 43393, 6201, 42424, 48243, 14878]",eCq5EKTfU1adW24/XoeKpnhRwsQZDNVaa4LUsx8YkLw=,34692.0,"[6148, 3707, 3707, 19435, 19540, 18355, 19491, 18903, 18366, 19457, 18355, 19380, 19594, 19565, 34030, 19443, 19387, 18141, 19435, 18355, 18355, 18355, 18355, 18367.0, 18355, 18355, 18930, 30652, 32169, 29808, 29374, 30589, 3708, 27949, 27950, 29188, 27951, 28151, 27843, 10636, 30606, 30589, 29455, 30772, 8811, 8811, 33547, 20847, 34964, 34915]"
"['2017-12-09 13', '2017-12-09 13', '2017-12-09 14', '2017-12-09 17', '2017-12-10 17', '2017-12-10 19', '2017-12-11 08', '2017-12-12 20', '2017-12-12 21', '2017-12-13 07', '2017-12-13 23', '2017-12-15 18', '2017-12-15 23', '2017-12-15 23', '2017-12-16 13', '2017-12-16 13', '2017-12-16 14', '2017-12-17 10', '2017-12-17 11', '2017-12-17 11', '2017-12-17 12', '2017-12-18 22', '2017-12-18 23', '2017-12-19 12', '2017-12-19 20', '2017-12-19 22', '2017-12-20 20', '2017-12-21 18', '2017-12-21 18', '2017-12-21 22', '2017-12-21 22', '2017-12-21 23', '2017-12-23 12', '2017-12-24 12', '2017-12-24 23', '2017-12-24 23', '2017-12-24 23', '2017-12-25 12', '2017-12-25 12', '2017-12-25 20', '2017-12-26 22', '2017-12-29 11', '2017-12-29 21', '2017-12-30 13', '2017-12-30 15', '2017-12-30 15', '2017-12-30 19', '2017-12-30 21', '2017-12-30 22', '2017-12-30 23']","[30286, 26379, 31669, 2784, 36844, 12545, 43147, 19526, 27135, 50683, 50077, 52149, 40137, 14245, 50250, 49712, 1386, 34507, 18377, 38519, 47631, 18054, 36311, 18710, 39118, 16243, 9513, 44871, 26771, 6685]",1TytbyRSxbSHIsJKC00dlhUbkmNCPxCPCexSuNvCAqM=,35042.0,"[24078, 24307, 8268, 38371, 5369, 29658, 29520, 28614, 28519, 28514, 30380, 34022, 28409, 30380, 28556, 24080, 19139, 30379, 39703, 28409, 20837, 30379, 30380, 17929, 40725, 51744.0, 30380, 30431, 29366, 30380, 28614, 44833, 44833, 6104, 8733, 32146, 29476, 5430, 29698, 28535, 28646, 48601, 20670, 21434, 22146, 39459, 39444, 28182, 29903, 31039.0]"
"['2017-12-02 15', '2017-12-02 16', '2017-12-02 16', '2017-12-08 13', '2017-12-08 15', '2017-12-08 19', '2017-12-08 22', '2017-12-09 00', '2017-12-09 00', '2017-12-19 19', '2017-12-20 19', '2017-12-20 22', '2017-12-21 11', '2017-12-21 12', '2017-12-21 14', '2017-12-21 15', '2017-12-21 16', '2017-12-21 17', '2017-12-21 18', '2017-12-21 19', '2017-12-23 15', '2017-12-24 18', '2017-12-24 18', '2017-12-24 21', '2017-12-25 17', '2017-12-25 18', '2017-12-25 19', '2017-12-26 15', '2017-12-26 15', '2017-12-26 15', '2017-12-26 20', '2017-12-26 21', '2017-12-26 21', '2017-12-27 19', '2017-12-27 22', '2017-12-27 22', '2017-12-27 23', '2017-12-27 23', '2017-12-27 23', '2017-12-28 22', '2017-12-30 00', '2018-01-01 18', '2018-01-01 18', '2018-01-01 20', '2018-01-01 21', '2018-01-01 21', '2018-01-02 18', '2018-01-02 19', '2018-01-02 20', '2018-01-03 19']","[18599, 4292, 27617, 31976, 37122, 7474, 36030, 21203, 12649, 8670, 15728, 18417, 683, 16941, 28578, 13165, 47890.0, 30287, 30707, 35823, 40115, 17115, 30392, 38369, 7198, 34749, 35922, 26164, 10710, 40364]",gawh8UNYMv0xyVYdX841nvXMOznTfJ4UITy4fyfC14Q=,27982.0,"[24343, 24363, 24124, 46519, 40480, 29250, 19880, 29290, 30586, 28634, 20819, 24330, 31301, 19784, 20878, 31263, 15123, 15118, 15114, 15106, 50320, 16481, 29076, 29860, 30953, 7469, 20830, 28145, 30952, 28146, 30945, 10008, 23512, 1226, 32758, 1226, 27835, 30946, 27834, 30031, 30944, 29076, 29360, 29221.0, 29939, 29859, 33872, 42554, 10008, 15233]"
